2026-05-25 13:16:48,783 | INFO     | server               | ============================================================
2026-05-25 13:16:49,062 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'238'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 25 May 2026 10:16:48 GMT'), (b'Location', b'/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json?%2Fboltuix%2Fbert-lite%2Fresolve%2Fmain%2Fconfig.json=&etag=%2281ba83673fa0d07fc98d4ba418715df42ab28a6f%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a142190-6dab33e114e2a7d73630d27e;bbff74fe-4dee-4d48-83fd-6091b60c4baa'), (b'RateLimit', b'"resolvers";r=4999;t=247'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'QWLq8wj8TN6Bd71Nka0-CNNU4MehXGuPtvNd0iCzhBehSsbaPOvIfA==')])
2026-05-25 13:16:49,064 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/boltuix/bert-lite/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-25 13:16:49,064 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,065 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,065 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,065 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,066 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,066 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,066 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,067 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,067 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,094 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'587'), (b'Connection', b'keep-alive'), (b'Date', b'Wed, 13 May 2026 12:33:48 GMT'), (b'ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a046fac-1335b433506b8b384391f3c6;adbfdde3-1218-4a8d-ac5d-f6fb77b28728'), (b'RateLimit', b'"resolvers";r=4998;t=127'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'O1O9sLHQo-pgn6cyuiIcN788OR2UZMqBEwvUSnPlJRgHfmhfXDxZeA=='), (b'Age', b'1028581')])
2026-05-25 13:16:49,095 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json "HTTP/1.1 200 OK"
2026-05-25 13:16:49,095 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,095 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,095 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,096 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,116 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,116 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,116 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,116 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,116 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,271 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'258'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 25 May 2026 10:16:49 GMT'), (b'Location', b'/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/tokenizer_config.json?%2Fboltuix%2Fbert-lite%2Fresolve%2Fmain%2Ftokenizer_config.json=&etag=%22d5c1bb83f067f79da262aed09cbefafcbe8b4805%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a142191-4d1056da511331995ea54e6c;e8b0ded9-072d-4eff-8c8b-2311a7b5fbd9'), (b'RateLimit', b'"resolvers";r=4998;t=246'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer_config.json; filename="tokenizer_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"d5c1bb83f067f79da262aed09cbefafcbe8b4805"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'Tn8xVri2-yOnGkcILI2NYDbp1L8PsDBlAZr4cbhpdnYeeb2i7TN1AQ==')])
2026-05-25 13:16:49,272 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/boltuix/bert-lite/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-25 13:16:49,272 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,272 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,272 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,272 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,273 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,273 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,273 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,273 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,274 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,298 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'1300'), (b'Connection', b'keep-alive'), (b'Date', b'Wed, 13 May 2026 12:33:49 GMT'), (b'ETag', b'"d5c1bb83f067f79da262aed09cbefafcbe8b4805"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a046fad-0b06b5443de61d2216ce7b5e;c30943df-c246-4194-9edb-c69729443dee'), (b'RateLimit', b'"resolvers";r=4995;t=126'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer_config.json; filename="tokenizer_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'KhFEj564Mk0cz-SiI5kbXOHV768dQ7qVB6H6lFzWhQB1hPKCeVD0YA=='), (b'Age', b'1028580')])
2026-05-25 13:16:49,299 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/tokenizer_config.json "HTTP/1.1 200 OK"
2026-05-25 13:16:49,300 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,300 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,300 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,301 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,326 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-25 13:16:49,327 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,327 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-25 13:16:49,327 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,327 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-25 13:16:49,485 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'64'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 25 May 2026 10:16:49 GMT'), (b'ETag', b'W/"40-09f9IAqP13xarAhQxFS2W8rvRkM"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a142191-209ecff03f21f8003b3b07eb;9ee0edbb-9e7b-4511-9adb-c55e8d4b3799'), (b'RateLimit', b'"api";r=999;t=246'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'additional_chat_templates does not exist on "main"'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'eDzL9UDRlP4UDf64qfdgkGUP4DxlVK3mn_xz9t5nwkLMLJJDXQRyaA==')])
2026-05-25 13:16:49,486 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/boltuix/bert-lite/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-05-25 13:16:49,486 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-25 13:16:49,486 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,486 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,487 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,490 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-25 13:16:49,491 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,491 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-25 13:16:49,491 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,492 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-25 13:16:49,648 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 25 May 2026 10:16:49 GMT'), (b'content-encoding', b'gzip'), (b'ETag', b'W/"3f4-p6e3v60yrWQMyQA/1oVBgtFThWc"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a142191-02886c0a050358b46f199e84;4cf42972-d18a-4d89-b870-b9520b603d6e'), (b'RateLimit', b'"api";r=998;t=246'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'vary', b'Accept-Encoding'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'g59K94_PN2qXAgPLuxOjcnM1OO-BVKF5ZB8-faIQTVKBIe0TmRTLPQ==')])
2026-05-25 13:16:49,648 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/boltuix/bert-lite/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-25 13:16:49,649 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-25 13:16:49,649 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,649 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,649 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,728 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,728 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,728 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,728 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,728 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,893 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'238'), (b'Connection', b'keep-alive'), (b'Date', b'Mon, 25 May 2026 10:16:49 GMT'), (b'Location', b'/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json?%2Fboltuix%2Fbert-lite%2Fresolve%2Fmain%2Fconfig.json=&etag=%2281ba83673fa0d07fc98d4ba418715df42ab28a6f%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a142191-60f18d732438687d5b6a473a;c011cc6d-7359-4e40-9b1f-aa1185163fbe'), (b'RateLimit', b'"resolvers";r=4997;t=246'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'ibeZNmASOJASlduv10gvJckonuxd0g8gU4355GbKpAn5sKhP1wyAgQ==')])
2026-05-25 13:16:49,894 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/boltuix/bert-lite/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-25 13:16:49,895 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,895 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,895 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,895 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:49,896 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,896 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:49,896 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,897 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:49,897 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,923 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'587'), (b'Connection', b'keep-alive'), (b'Date', b'Wed, 13 May 2026 12:33:48 GMT'), (b'ETag', b'"81ba83673fa0d07fc98d4ba418715df42ab28a6f"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a046fac-1335b433506b8b384391f3c6;adbfdde3-1218-4a8d-ac5d-f6fb77b28728'), (b'RateLimit', b'"resolvers";r=4998;t=127'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 119768052e761a67208147e029ac3baa.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'HEL51-P2'), (b'X-Amz-Cf-Id', b'8Wv7-LMxviim7xiGCzUbU_ArZyZ1Hc1aJWMs2KYHofJJ5KnW14ovdw=='), (b'Age', b'1028581')])
2026-05-25 13:16:49,924 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/boltuix/bert-lite/bc0e85c1c303ee38a6b4a7276ce7cf6d0581cce5/config.json "HTTP/1.1 200 OK"
2026-05-25 13:16:49,924 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:49,924 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-25 13:16:49,925 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-25 13:16:49,925 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-25 13:16:50,078 | INFO     | modules.filter.stt_filter.imp_model.imp_model | ✓ SttImpModel initialized successfully
2026-05-25 13:16:50,078 | DEBUG    | modules.filter.stt_filter.stt_filter | Loading ShouldShutUpModel...
2026-05-25 13:16:50,078 | INFO     | modules.filter.stt_filter.should_shut_up.should_shut_up_model | Initializing ShouldShutUpModel...
2026-05-25 13:16:50,079 | DEBUG    | modules.filter.stt_filter.should_shut_up.should_shut_up_model | Loading Model...
2026-05-25 13:16:50,096 | INFO     | sentence_transformers.base.model | No device provided, using cpu
2026-05-25 13:16:50,097 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-25 13:16:50,097 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-25 13:16:50,097 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-25 13:16:50,097 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-25 13:16:50,098 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
