2026-05-26 11:12:27,371 | INFO     | server               | ============================================================
2026-05-26 11:12:27,932 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'727'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:09:21 GMT'), (b'ETag', b'"6988f134db143052042f2bd6e0c897bc6a605189"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a155531-5016ee1b7c3f897e736de0b4;fc17184b-5439-4bda-aa05-8f11cd0c685b'), (b'RateLimit', b'"resolvers";r=4977;t=94'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'InL2mH4B77nudxzMoKilMI9QfnNWib8sYgS1dnp48kwiXv4wQYUIqg=='), (b'Age', b'186')])
2026-05-26 11:12:27,933 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/config.json "HTTP/1.1 200 OK"
2026-05-26 11:12:27,934 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:27,934 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:27,934 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:27,935 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:27,976 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:27,976 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:27,976 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:27,976 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:27,976 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,122 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'278'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:12:28 GMT'), (b'Location', b'/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/tokenizer_config.json?%2FQwen%2FQwen3-4B-Instruct-2507%2Fresolve%2Fmain%2Ftokenizer_config.json=&etag=%2251c1be0d9192e7f6e6596de71d0f07d58fbc32ac%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a1555eb-6c3a5852301bd4860c2ea69e;baca6587-e76e-46e2-9c99-2b0eedd8f891'), (b'RateLimit', b'"resolvers";r=4998;t=208'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer_config.json; filename="tokenizer_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"51c1be0d9192e7f6e6596de71d0f07d58fbc32ac"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'UlnM47VWRFqkWF1zagAr4ox-2a7UGYeFZkueVw46YJEazDaeh4dAXA==')])
2026-05-26 11:12:28,123 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-26 11:12:28,124 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,124 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:28,124 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:28,124 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:28,125 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,126 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:28,126 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,126 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:28,127 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,173 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'9377'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:09:21 GMT'), (b'ETag', b'"51c1be0d9192e7f6e6596de71d0f07d58fbc32ac"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a155531-4dbf3eb30aa946bd08b62491;5a1be8a0-cd1d-4491-afb8-45202b9c52d5'), (b'RateLimit', b'"resolvers";r=4974;t=94'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'tokenizer_config.json; filename="tokenizer_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'7SKnAQB7OCaGmJu9yCL3eyeaiLpize9b9IEugYzB30QnRR25pc84iQ=='), (b'Age', b'187')])
2026-05-26 11:12:28,173 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/tokenizer_config.json "HTTP/1.1 200 OK"
2026-05-26 11:12:28,174 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:28,174 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:28,174 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:28,174 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:28,217 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-26 11:12:28,218 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:28,218 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-26 11:12:28,218 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:28,219 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-26 11:12:28,368 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'64'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:12:28 GMT'), (b'ETag', b'W/"40-09f9IAqP13xarAhQxFS2W8rvRkM"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a1555ec-6d6797ec2b3a6b742f1b273f;b41682fe-5956-405d-abc5-c537b643d5d9'), (b'RateLimit', b'"api";r=999;t=207'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'additional_chat_templates does not exist on "main"'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'Dyw46NqPfD9H0_L55k0N2zcNVAIekNjMmAZ_xN-8ayCBB-4wdo_edw==')])
2026-05-26 11:12:28,371 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-4B-Instruct-2507/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-05-26 11:12:28,373 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-26 11:12:28,373 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:28,374 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:28,374 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:28,377 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-26 11:12:28,377 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:28,377 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-26 11:12:28,378 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:28,378 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-26 11:12:28,527 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:12:28 GMT'), (b'content-encoding', b'gzip'), (b'ETag', b'W/"87c-BT3cBUisXBBPBTX6DEfXt5tKMsY"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a1555ec-2ff84aa52f89453c2037fd55;62ee1849-39d4-451c-846b-2cfc1cfc7ea6'), (b'RateLimit', b'"api";r=998;t=207'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'vary', b'Accept-Encoding'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'S1h-iNoSi1Cx4dAIhkk0w8RdP4OPIafEOF9sj6-1th-2hePScQXWHg==')])
2026-05-26 11:12:28,528 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-4B-Instruct-2507/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-26 11:12:28,528 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-26 11:12:28,529 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:28,529 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:28,529 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:29,287 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'GET']>
2026-05-26 11:12:29,287 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:29,287 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'GET']>
2026-05-26 11:12:29,288 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:29,288 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'GET']>
2026-05-26 11:12:29,440 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:12:29 GMT'), (b'content-encoding', b'gzip'), (b'ETag', b'W/"1d36-QFoH9iUNl++iLstXBkDTXIZd6y8"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a1555ed-7e072d2e24c0411337ccf7fc;70e851ad-a085-4868-a62c-73bc0983e020'), (b'RateLimit', b'"api";r=997;t=206'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'vary', b'Accept-Encoding'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'VJGHqsP9x7l7TPHf9LbCk-AphW1yqr4Kx0WLWX3-goxQKhHVuj_gcw==')])
2026-05-26 11:12:29,442 | INFO     | httpx                | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-4B-Instruct-2507 "HTTP/1.1 200 OK"
2026-05-26 11:12:29,442 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'GET']>
2026-05-26 11:12:29,443 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:29,444 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:29,445 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:29,448 | DEBUG    | side_llm_pipeline.models.Qwen_Qwen3_4B_Instruct_2507.model | Tokenizer loaded
2026-05-26 11:12:29,449 | DEBUG    | side_llm_pipeline.models.Qwen_Qwen3_4B_Instruct_2507.model | Loading model | model=Qwen/Qwen3-4B-Instruct-2507 device=cuda
2026-05-26 11:12:29,451 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,451 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:29,452 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,452 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:29,452 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,603 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'258'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:12:29 GMT'), (b'Location', b'/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/config.json?%2FQwen%2FQwen3-4B-Instruct-2507%2Fresolve%2Fmain%2Fconfig.json=&etag=%226988f134db143052042f2bd6e0c897bc6a605189%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a1555ed-3f27a86e54e31a2a32ee40ee;9114f132-117e-407b-a446-2dd0fc8b6d69'), (b'RateLimit', b'"resolvers";r=4997;t=206'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"6988f134db143052042f2bd6e0c897bc6a605189"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'53MQZl8AAk9Ea-T0tcfHfk_VZeCSesaNl26M5iUsNzbu3C0pCsXcPQ==')])
2026-05-26 11:12:29,603 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-26 11:12:29,604 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,604 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-26 11:12:29,604 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-26 11:12:29,604 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-26 11:12:29,605 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,605 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-26 11:12:29,605 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,606 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-26 11:12:29,606 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-26 11:12:29,630 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'727'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 26 May 2026 08:09:21 GMT'), (b'ETag', b'"6988f134db143052042f2bd6e0c897bc6a605189"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a155531-5016ee1b7c3f897e736de0b4;fc17184b-5439-4bda-aa05-8f11cd0c685b'), (b'RateLimit', b'"resolvers";r=4977;t=94'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 bc92c7a079ec548fd10416e41c612926.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'WAW51-P2'), (b'X-Amz-Cf-Id', b'm2oWScg_dCnUVwKfuA5NYGYloNFsIMHt90vd_tTv3yMffLrtNw0v7Q=='), (b'Age', b'188')])
2026-05-26 11:12:29,631 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/config.json "HTTP/1.1 200 OK"
2026-05-26 11:12:29,632 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
